PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
5670,144209223,325,CC(C)C1=CC=C(C=C1)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5671,144209224,14184,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5672,144209225,27465,C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,14.6111,-100.499,inactive,,0,active antagonist,21.8617,-144.256,active antagonist,36.004,-114.798,Sensient
5673,144209226,26124,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
5674,144209227,643820,CC(=CCC/C(=C\CO)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5675,144209228,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,2.95978,-99.2527,inconclusive antagonist,,,active antagonist,4.51433,-133.406,active antagonist,2.01648,-79.5893,SigmaAldrich
5676,144209229,38852,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5677,144209230,6497,COS(=O)(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5678,144209231,16305,C1=CC(=CC=C1OC2=CC=C(C=C2)Br)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5679,144209232,7540,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5680,144209233,7579,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,24.902,28.6998,inactive,,0,SIGMA
5681,144209234,16004,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,30.6866,inactive,,0,SIGMA
5682,144209235,6914,C1=C(C=C(C(=C1Cl)O)Cl)Cl,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,active agonist,0.262075,30.5406,active agonist,9.1423,26.4816,inconclusive antagonist,,,SIGMA
5683,144209236,174,C(CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NTP-MRI Repository
5684,144209237,10129,CC1CCC2CC1C2(C)C,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
5685,144209238,3314,COC1=C(C=CC(=C1)CC=C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
5686,144209239,6923,CC(C)(C)C1=CC=CC=C1O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,58.8878,-38.8853,SIGMA
5687,144209240,8836,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5688,144209241,33775,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5689,144209242,17090,CC(CCC=C(C)C)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5690,144209243,9216,C1=CC=C2C(=C1)OC3=CC=CC=C3O2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5691,144209244,4936,CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,1.27982,-118.29,inconclusive agonist,,,active antagonist,1.61119,-132.948,active antagonist,0.719693,-71.5061,SIGMA
5692,144209245,7924,CC1COC(=O)O1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,50.54,46.1751,inactive,,0,SIGMA
5693,144209246,7993,CN(C)CCCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5694,144209247,6491,CC1(C(=O)NC(=O)N1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
5695,144209248,123458,CC(COC)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,35.7468,44.263,inconclusive antagonist,,,SigmaAldrich
5696,144209249,31209,CCCCCC(=CC1=CC=CC=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5697,144209250,6466,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
5698,144209251,7636,CCCCC(CC)COC(=O)C=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5699,144209252,520108,CC(=O)C1=NC=CS1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,56.9096,56.3989,inactive,,0,SIGMA
5700,144209253,6978,CC1=CC(=C(C=C1)N)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5701,144209254,7929,CC1=CC(=CC=C1)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0.564392,inconclusive,,,SIGMA
5702,144209255,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,41.1143,-113.789,active agonist,35.9467,33.1725,inconclusive antagonist,43.5504,-145.903,active antagonist,4.35504,-35.6793,TCI
5703,144209256,11443,CC1=C(C=C(C=C1)N=C=O)N=C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,38.7953,57.7621,inconclusive antagonist,,,SIGMA
5704,144209257,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,SIGMA
5705,144209258,5954,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,7.78817,31.5174,inactive,,0,active agonist,13.0748,100.419,inconclusive antagonist,,,SigmaAldrich
5706,144209259,42586,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5707,144209260,7618,C(CO)N(CCO)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5708,144209261,7142,C1=CC=C2C=C(C=CC2=C1)NC3=CC=C(C=C3)NC4=CC5=CC=CC=C5C=C4,Inconclusive,5,,,inconclusive,inconclusive agonist,,9.91714,inactive,,0,inactive,,0,inconclusive antagonist,11.0279,-32.4698,Sensient
5709,144209262,37829,C=CCN(CC=C)C(=O)C(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inconclusive antagonist,,,SIGMA
5710,144209263,8042,CCCCCCCCCCCCCC(=O)OC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5711,144209264,11089,C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5712,144209265,13690,C1CCCCCC(=O)NCCCCC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,SigmaAldrich
5713,144209266,62277,C(NC(=O)N(CO)C1C(=O)N(C(=O)N1CO)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5714,144209267,727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5715,144209268,2733525,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.2877,-105.762,inconclusive antagonist,43.5985,-67.8781,active antagonist,16.7034,-157.875,active antagonist,15.4693,-99.8248,SigmaAldrich
5716,144209269,7720,CCCCC(CC)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5717,144209270,24860538,C1[C@@H]2C=CC1[C@H]3[C@@H]2[C@]4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,1.15975,44.8625,inactive,,0,SIGMA
5718,144209271,7013,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,34.1357,-96.0716,inactive,,0,inconclusive antagonist,49.626,-100.564,inconclusive antagonist,37.2142,-66.6569,SIGMA
5719,144209272,8115,C(CCl)OCCCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5720,144209273,10757,C1=CC=C(C=C1)C(=O)CCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5721,144209274,7855,C=CC#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5722,144209275,753,C(C(CO)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5723,144209276,11224,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C.C(CC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
5724,144209277,616765,CC(C)(C)C(C(CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,57.8122,-44.21,inactive,,0,inactive,,0,inactive,,0,SIGMA
5725,144209278,8858,CC(=CC(=O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
5726,144209279,14985,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5727,144209280,13450,CCNC1=NC(=NC(=N1)SC)NC(C)(C)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,51.221,-54.7693,inactive,,0,inconclusive antagonist,51.221,-72.6746,inactive,,0,SIGMA
5728,144209281,8121,CC(=O)OCCOC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5729,144209282,6547,CC(C)(C#N)N=NC(C)(C)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5730,144209283,8902,CCCNCCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5731,144209284,87587,CCNCC(=C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5732,144209285,204,C1(C(=O)NC(=O)N1)NC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
5733,144209286,16402,C(CCCN)CCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5734,144209287,1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5735,144209288,2758,CC1(C2CCC(O1)(CC2)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5736,144209289,7057,C1=CC=C2C=C(C=CC2=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5737,144209290,5284366,C[NH+](C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)[O-])\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5738,144209291,8843,CC(=CCCC(=CC=O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5739,144209292,4156,COS(=O)(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5740,144209293,31241,CCCCC(CC)C=O,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inconclusive,,,inactive,,0,SIGMA
5741,144209294,1060,CC(=O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5742,144209295,5280373,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,45.7205,-119.936,active agonist,13.9138,33.6023,active antagonist,59.8106,-127.353,inconclusive antagonist,58.6738,-42.1526,SIGMA
5743,144209296,4928,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,ChemService
5744,144209297,82343,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)NC3=CC=C(C=C3)C(C)(C)C4=CC=CC=C4,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-26.4971,inactive,,0,inconclusive,,,inactive,,0,Sensient
5745,144209298,25750,CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
5746,144209299,8152,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],Active,57,,,active antagonist,active antagonist,11.8092,-111.503,inactive,,0,active antagonist,12.7512,-130.691,active antagonist,45.2431,-82.7331,SigmaAldrich
5747,144209300,7361,C1=COC(=C1)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inactive,,0,SigmaAldrich
5748,144209301,23692768,C1CCC(CC1)OC(=O)CC(C(=O)OC2CCCCC2)S(=O)(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5749,144209302,22833317,CCC(O)OCC(C)OC(CC)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5750,144209303,8170,CCCCCCOCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5751,144209304,7935,C1=CC(=CC(=C1)N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5752,144209305,5798,C1=CC=C2C(=C1)NC=N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5753,144209306,7095,C1=CC=C(C=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5754,144209307,8362,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,61.057,-81.944,inactive,,0,active antagonist,56.546,-99.7059,inconclusive antagonist,48.4993,-110.961,Spectrum Chemical
5755,144209308,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5756,144209309,31236,C1=CC=C(C=C1)OCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5757,144209310,7276,C1C(O1)C2=CC=CC=C2,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,0.585812,-20.9523,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
5758,144209311,6895,C1=CC(=C(C(=C1)Cl)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5759,144209312,11776,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5760,144209313,7257,C1=CC(=C(C=C1N)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
5761,144209314,568,C1=CC=C2C(=C1)C3=CC=CC=C3O2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5762,144209315,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5763,144209316,27982,C(CCl)P(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5764,144209317,8842,CC(CCC=C(C)C)CCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5765,144209318,7005,C1=CC=C2C(=C1)C=CC=C2O,Inconclusive,5,,,inconclusive,active antagonist,58.5744,-66.1632,inactive,,0,inconclusive,,,inactive,,0,SIGMA
5766,144209319,7967,C1CCC(=O)CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5767,144209320,971,C(=O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5768,144209321,13232,CC1CC(OC(O1)C)OC(=O)C,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inconclusive agonist,,,inconclusive antagonist,,,inconclusive antagonist,,,SIGMA
5769,144209322,8193,CCCCCCCCCCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5770,144209323,8467,CCOC1=C(C=CC(=C1)C=O)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,2.19313,39.2515,inconclusive agonist,8.2426,64.9417,inactive,,0,SIGMA
5771,144209324,14050,CCCCC(CC)COP(=O)(O)O,Active,48,,,active antagonist,active antagonist,47.9252,-77.1506,inactive,,0,inconclusive antagonist,55.8767,-71.7454,inactive,,0,Sensient
5772,144209325,54670067,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,10.9434,36.3066,inactive,,0,inconclusive agonist,12.2787,36.0707,inactive,,0,SIGMA
5773,144209326,81259,CC(C)CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Active,52,,,active antagonist,active antagonist,10.5791,-62.4325,inconclusive antagonist,55.0956,-34.3831,active antagonist,19.5487,-113.635,active antagonist,55.0956,-137.713,Sensient
5774,144209327,8749,CN(C)C1=CC=C(C=C1)N=O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,13.3249,-90.499,active antagonist,59.52,-42.1113,active antagonist,15.5356,-113.668,active antagonist,21.9447,-109.072,SIGMA
5775,144209328,5284382,C1CO[C@@H]([C@H](O1)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5776,144209329,992,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,35.3088,-107.944,active agonist,1.98556,37.0229,inconclusive antagonist,38.1256,-122.31,active antagonist,17.0301,-53.1148,SIGMA
5777,144209330,6046,C1COCCN1N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5778,144209331,516902,[O-]Cl(=O)=O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5779,144209332,612040,C1=CC=C2C(=C1)N=C(S2)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5780,144209333,6567,CC(CN)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5781,144209334,8783,C(CCl)OP(OCCCl)OCCCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5782,144209335,660,C1CC(=O)OC2=CC=CC=C21,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,6.19919,32.1209,inactive,,0,NTP-MRI Repository
5783,144209336,5053,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inconclusive antagonist,58.2962,-56.6341,SigmaAldrich
5784,144209337,22960,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=C(C=C(C=C3)C4=CC(=C(C=C4)N=NC5=C(C=CC6=CC(=CC(=C65)S(=O)(=O)[O-])S(=O)(=O)[O-])O)C)C.[Na+].[Na+],Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive antagonist,49.158,-50.072,inconclusive antagonist,,,SigmaAldrich
5785,144209338,6853,C1C2=CC=CC=C2C3=CC=CC=C31,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5786,144209339,2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,Inconclusive,5,,,inconclusive,inconclusive antagonist,55.6678,-120.797,inactive,,0,inconclusive,,,inconclusive antagonist,46.8386,-32.0033,SigmaAldrich
5787,144209340,7813,CC1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,33.5108,40.3445,inactive,,0,SigmaAldrich
5788,144209341,7517,C1CCC(=NO)CC1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NTP-MRI Repository
5789,144209342,7564,C1=CC=C(C=C1)NC2=CC=C(C=C2)N,Active,49,,,active antagonist,active antagonist,45.3707,-114.059,inactive,,0,active antagonist,48.9902,-140.921,inactive,,0,SIGMA
5790,144209343,8554,COC(=O)C1=CC=CC=C1C(=O)OC,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,25.7273,inactive,,0,SIGMA
5791,144209344,8199,CCCCCCOCCOCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5792,144209345,24603,OS(=O)(=O)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5793,144209346,83572,CC(C)(C)C(=O)CCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5794,144209347,3893,CCCCCCCCCCCC(=O)O,Active,49,,,active antagonist,active antagonist,10.9917,-39.1884,inactive,,0,inconclusive antagonist,4.9098,-26.5572,inactive,,0,SIGMA
5795,144209348,62630,C1C(O1)COC2=CC=C(C=C2)C(C3=CC=C(C=C3)OCC4CO4)C(C5=CC=C(C=C5)OCC6CO6)C7=CC=C(C=C7)OCC8CO8,Inconclusive,5,,,inconclusive,active antagonist,18.038,-45.7263,active agonist,24.5201,66.1543,active agonist,30.2823,80.5701,inactive,,0,SIGMA
5796,144209349,12967,CCN(C(=O)N)N=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5797,144209350,62311,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,Active,48,,,active antagonist,active antagonist,45.5317,-88.0294,inactive,,0,active antagonist,52.0771,-105.916,active antagonist,43.8174,-27.6503,Interchem
5798,144209351,8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Active,50,,,active antagonist,active antagonist,42.2397,-127.892,inconclusive agonist,0.552571,27.3686,active antagonist,43.8923,-143.077,inactive,,0,SIGMA
5799,144209352,16015,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5800,144209353,23668193,N(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5801,144209354,19633,CC(=CCCC(=CCCC(=O)C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5802,144209355,7239,C1=CC=C(C(=C1)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5803,144209356,1176,C(=O)(N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5804,144209357,11883,CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,46.3045,-44.2078,inactive,,0,inconclusive antagonist,56.0992,-97.9854,inconclusive antagonist,44.5612,-110.51,SIGMA
5805,144209358,39676,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,20.9331,-99.8477,inactive,,0,active antagonist,16.3117,-96.7831,active antagonist,51.5822,-81.684,SigmaAldrich
5806,144209359,196,C(CCC(=O)O)CC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,41.079,79.6113,inactive,,0,SIGMA
5807,144209360,43079,CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,Active,48,,,active antagonist,active antagonist,37.9549,-74.1925,inactive,,0,inconclusive antagonist,42.5861,-64.1861,inactive,,0,SigmaAldrich
5808,144209361,7913,C(=O)(N)NC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,15.7767,48.5046,inactive,,0,SIGMA
5809,144209362,8051,CCCCCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
